EmployeeID,FirstName,LastName,Email,Department,JobTitle,City,Age,MonthlySalary,EmploymentStatus,HireDate
1039,SARAH,Jones, john.smith@gmail.com ,Operations,Manager,Johannesburg,55,62000,Resigned,30-11-22
1040,Nomsa,Khumalo,thabo.dlamini@gmail.com,Finance,Manager,Cape Town,29,35000,On Leave,01-03-19
1041, john ,Khumalo,Nomsa.Khumalo@yahoo.com,Customer Support,Specialist,Bloemfontein,34,35000,Active,12-05-20
1042, john ,Smith, john.smith@gmail.com ,Finance,Analyst,Durban,-1,22000,On Leave,14-01-19
1043,Nomsa, mokoena ,,Operations,Administrator,Bloemfontein,22,15000,Active,08-12-20
1044,John,Dlamini, john.smith@gmail.com ,Operations,Manager,Cape Town,34,22000,Active,03-09-19
1045,Sipho,Dlamini, john.smith@gmail.com ,IT,Coordinator,Johannesburg,29,62000,Resigned,16-06-21
1046,Nomsa,Mokoena,Nomsa.Khumalo@yahoo.com,Marketing,Analyst,Cape Town,55,35000,Resigned,26-09-19
1047,Sipho,Mokoena,thabo.dlamini@gmail.com,Marketing,Analyst,Pretoria,25,22000,Resigned,13-10-20
1048,Sipho,Mokoena,Nomsa.Khumalo@yahoo.com,Finance,Coordinator,Pretoria,29,35000,Active,03-12-21
1049,Sipho, mokoena ,,Marketing,Manager,Durban,22,15000,Resigned,17-02-21
1050,John,Khumalo,thabo.dlamini@gmail.com,Finance,Manager,Pretoria,29,35000,Resigned,02-01-20
1051,John,Dlamini,,Operations,Coordinator,Durban,22,48000,Active,19-10-24
1052,SARAH,Jones,Nomsa.Khumalo@yahoo.com,Human Resources,Administrator,Johannesburg,55,35000,On Leave,31-10-23
1053, john ,Dlamini, john.smith@gmail.com ,Operations,Specialist,Pretoria,29,48000,On Leave,09-07-21
1054,John,Mokoena,Nomsa.Khumalo@yahoo.com,Marketing,Administrator,Cape Town,41,62000,Resigned,26-04-21
1055,John,Dlamini, john.smith@gmail.com ,Human Resources,Coordinator,Pretoria,-1,62000,On Leave,22-07-22
1056,Lerato,Smith,,Customer Support,Coordinator,Bloemfontein,34,22000,On Leave,12-08-21
1057,Sipho,Jones,,Human Resources,Analyst,Cape Town,55,35000,Active,14-12-18
1058,Nomsa,Dlamini,thabo.dlamini@gmail.com,IT,Administrator,Bloemfontein,-1,15000,Resigned,26-03-20
1059, john ,Jones,Nomsa.Khumalo@yahoo.com,Customer Support,Administrator,Pretoria,34,22000,Active,25-08-22
1060,SARAH,Dlamini,,IT,Coordinator,Bloemfontein,34,15000,On Leave,23-01-18
1061,SARAH,Dlamini,,IT,Administrator,Bloemfontein,41,62000,Resigned,17-10-20
1062,John, mokoena ,,Marketing,Manager,Pretoria,25,48000,Resigned,18-12-22
1063,SARAH,Mokoena, john.smith@gmail.com ,Operations,Administrator,Cape Town,29,48000,Active,27-11-20
1064,Nomsa,Khumalo, john.smith@gmail.com ,Human Resources,Manager,Johannesburg,25,22000,Active,16-03-21
1065, john ,Mokoena,Nomsa.Khumalo@yahoo.com,Finance,Administrator,Pretoria,29,62000,Resigned,18-04-22
1066,Thabo,Mokoena,,Marketing,Manager,Johannesburg,-1,62000,Resigned,31-08-22
1067,Thabo,Khumalo, john.smith@gmail.com ,Marketing,Administrator,Bloemfontein,55,62000,On Leave,08-05-23
1068,Lerato,Mokoena, john.smith@gmail.com ,Marketing,Administrator,Johannesburg,34,35000,On Leave,22-06-20
1069, john ,Mokoena,,IT,Manager,Bloemfontein,22,48000,On Leave,15-07-22
1070, john ,Dlamini,thabo.dlamini@gmail.com,Customer Support,Administrator,Cape Town,-1,48000,Active,30-04-24
1071,Sipho,Smith, john.smith@gmail.com ,IT,Administrator,Durban,29,48000,Resigned,25-07-18
1072,Sipho,Dlamini,,Finance,Manager,Johannesburg,29,22000,On Leave,23-09-22
1073,SARAH, mokoena ,thabo.dlamini@gmail.com,Finance,Coordinator,Cape Town,-1,15000,On Leave,09-10-18
1074,Nomsa,Mokoena,,Customer Support,Analyst,Bloemfontein,25,48000,On Leave,17-09-19
1075,SARAH,Khumalo,Nomsa.Khumalo@yahoo.com,Operations,Manager,Johannesburg,-1,22000,Resigned,15-11-20
1076,John,Dlamini, john.smith@gmail.com ,Operations,Administrator,Pretoria,55,22000,Active,19-03-19
1077, john , mokoena ,Nomsa.Khumalo@yahoo.com,Finance,Specialist,Bloemfontein,-1,15000,On Leave,22-08-24
1078,Sipho,Jones,,Customer Support,Specialist,Johannesburg,41,35000,Active,18-06-18
1079,SARAH,Smith,thabo.dlamini@gmail.com,Marketing,Specialist,Pretoria,55,22000,Resigned,17-09-22
1080, john ,Jones, john.smith@gmail.com ,Operations,Manager,Pretoria,34,48000,On Leave,23-12-19
1081,Sipho,Khumalo,Nomsa.Khumalo@yahoo.com,Finance,Specialist,Pretoria,25,48000,On Leave,23-08-24
1082, john ,Smith, john.smith@gmail.com ,Finance,Administrator,Durban,25,48000,Active,04-11-24
1083,SARAH,Khumalo, john.smith@gmail.com ,Human Resources,Manager,Durban,41,15000,On Leave,24-12-21
1084,Thabo,Mokoena,,Marketing,Manager,Cape Town,55,48000,On Leave,22-02-20
1085,Lerato,Dlamini,thabo.dlamini@gmail.com,Human Resources,Coordinator,Pretoria,55,22000,Resigned,04-07-23
1086,Sipho,Smith,,Operations,Specialist,Pretoria,55,62000,Resigned,10-07-24
1087, john ,Smith, john.smith@gmail.com ,Human Resources,Specialist,Cape Town,22,22000,Resigned,12-12-21
1088, john ,Jones,Nomsa.Khumalo@yahoo.com,IT,Coordinator,Pretoria,29,62000,On Leave,05-05-19
1089,Sipho,Dlamini,Nomsa.Khumalo@yahoo.com,Human Resources,Coordinator,Durban,25,35000,Active,10-09-24
1090,Nomsa,Khumalo,thabo.dlamini@gmail.com,Finance,Manager,Durban,55,22000,On Leave,28-12-23
1091,Thabo,Dlamini,,Human Resources,Administrator,Pretoria,34,35000,Active,04-07-23
1092,Sipho,Smith,thabo.dlamini@gmail.com,Finance,Administrator,Pretoria,22,62000,On Leave,30-07-18
1093,Nomsa,Mokoena,,Human Resources,Analyst,Cape Town,22,62000,Resigned,08-08-18
1094,John,Jones,Nomsa.Khumalo@yahoo.com,Operations,Administrator,Pretoria,34,35000,On Leave,19-10-24
1095,Sipho,Jones,,Finance,Manager,Johannesburg,-1,22000,On Leave,23-10-22
1096,Sipho, mokoena ,thabo.dlamini@gmail.com,IT,Coordinator,Cape Town,41,15000,Active,14-05-20
1097,Lerato,Smith,,Marketing,Specialist,Johannesburg,25,35000,On Leave,11-01-18
1098, john ,Smith,thabo.dlamini@gmail.com,Customer Support,Coordinator,Durban,-1,62000,On Leave,04-03-21
1099,Lerato,Dlamini,,IT,Coordinator,Durban,-1,22000,Active,21-03-20
1100,Nomsa,Khumalo,,Customer Support,Manager,Durban,34,15000,Resigned,02-09-18
1101, john ,Smith, john.smith@gmail.com ,Operations,Manager,Pretoria,34,15000,On Leave,30-05-21
1102,Lerato, mokoena , john.smith@gmail.com ,Operations,Specialist,Johannesburg,22,22000,On Leave,13-06-18
1103,John,Dlamini, john.smith@gmail.com ,Operations,Analyst,Cape Town,34,62000,On Leave,14-06-24
1104,Sipho,Mokoena,,Marketing,Administrator,Johannesburg,34,35000,Resigned,17-12-22
1105,Sipho, mokoena ,thabo.dlamini@gmail.com,IT,Specialist,Pretoria,55,48000,Resigned,27-09-21
1106,SARAH,Jones,thabo.dlamini@gmail.com,Marketing,Analyst,Durban,29,35000,Active,29-06-22
1107,SARAH,Jones,thabo.dlamini@gmail.com,Customer Support,Manager,Pretoria,34,15000,Active,14-07-22
1108,Sipho,Jones,,Customer Support,Administrator,Johannesburg,25,35000,On Leave,25-10-23
1109,Sipho,Smith,,Finance,Analyst,Bloemfontein,-1,22000,On Leave,21-06-19
1110,Sipho,Jones,thabo.dlamini@gmail.com,Operations,Administrator,Johannesburg,25,15000,Resigned,11-10-19
1111, john ,Mokoena,,Customer Support,Specialist,Bloemfontein,55,35000,Resigned,27-04-19
1112,Lerato,Mokoena,,Operations,Coordinator,Pretoria,25,62000,On Leave,31-05-23
1113,SARAH,Dlamini, john.smith@gmail.com ,Marketing,Specialist,Bloemfontein,29,15000,Resigned,14-07-19
1114,SARAH,Jones,,Customer Support,Administrator,Cape Town,34,62000,Resigned,07-05-21
1115,Sipho,Jones,,Marketing,Administrator,Durban,-1,22000,On Leave,14-11-21
1116,John,Smith,Nomsa.Khumalo@yahoo.com,Marketing,Analyst,Durban,55,48000,On Leave,05-09-20
1117,Lerato, mokoena ,Nomsa.Khumalo@yahoo.com,Marketing,Analyst,Cape Town,41,62000,Resigned,11-04-22
1118,SARAH,Smith,thabo.dlamini@gmail.com,Operations,Administrator,Johannesburg,55,22000,Resigned,16-02-19
1119,Thabo,Smith, john.smith@gmail.com ,Human Resources,Manager,Pretoria,55,15000,Resigned,25-09-19
1120,Lerato,Khumalo,,Operations,Analyst,Bloemfontein,22,22000,On Leave,26-12-23
1121,Nomsa, mokoena ,thabo.dlamini@gmail.com,Marketing,Analyst,Johannesburg,34,22000,On Leave,23-03-21
1122,Thabo,Dlamini, john.smith@gmail.com ,Finance,Specialist,Durban,29,48000,Active,11-05-21
1123,John,Smith,,Customer Support,Coordinator,Cape Town,25,15000,On Leave,27-09-20
1124,John, mokoena ,Nomsa.Khumalo@yahoo.com,Marketing,Manager,Cape Town,25,48000,On Leave,16-04-22
1125,Lerato,Khumalo,thabo.dlamini@gmail.com,Marketing,Specialist,Bloemfontein,25,15000,Resigned,06-11-20
1126,John,Khumalo,,Customer Support,Specialist,Pretoria,-1,35000,Active,16-11-21
1127,SARAH,Smith,thabo.dlamini@gmail.com,IT,Administrator,Bloemfontein,29,62000,Resigned,25-04-22
1128,Thabo, mokoena ,,Human Resources,Analyst,Bloemfontein,-1,15000,On Leave,24-04-21
1129,SARAH,Khumalo,Nomsa.Khumalo@yahoo.com,Operations,Specialist,Cape Town,55,22000,On Leave,28-07-23
1130, john , mokoena ,Nomsa.Khumalo@yahoo.com,Customer Support,Analyst,Johannesburg,29,48000,Active,23-10-20
1131,Sipho, mokoena ,Nomsa.Khumalo@yahoo.com,Finance,Specialist,Durban,55,48000,Active,01-07-24
1132,Nomsa,Jones, john.smith@gmail.com ,Operations,Manager,Durban,-1,22000,Resigned,02-04-20
1133,SARAH,Khumalo, john.smith@gmail.com ,Finance,Administrator,Johannesburg,25,22000,On Leave,28-05-23
1134,SARAH,Jones, john.smith@gmail.com ,Finance,Administrator,Johannesburg,29,62000,Active,16-06-22
1135,Sipho, mokoena , john.smith@gmail.com ,Operations,Administrator,Durban,22,22000,Resigned,06-02-23
1136,John,Jones, john.smith@gmail.com ,Operations,Coordinator,Johannesburg,55,48000,On Leave,13-04-18
1137, john ,Smith,thabo.dlamini@gmail.com,IT,Analyst,Johannesburg,29,48000,Active,22-05-21
1138,Nomsa,Jones,Nomsa.Khumalo@yahoo.com,Marketing,Administrator,Durban,55,62000,Resigned,03-02-19
1139, john , mokoena ,Nomsa.Khumalo@yahoo.com,Marketing,Analyst,Pretoria,41,48000,Resigned,02-08-24
1140, john ,Khumalo,Nomsa.Khumalo@yahoo.com,Marketing,Administrator,Cape Town,-1,35000,Active,15-05-18
1141,John, mokoena , john.smith@gmail.com ,Finance,Administrator,Durban,25,15000,Resigned,13-02-22
1142, john ,Mokoena,,Finance,Analyst,Durban,25,22000,On Leave,11-01-19
1143,Thabo,Jones,Nomsa.Khumalo@yahoo.com,Operations,Coordinator,Cape Town,29,22000,On Leave,20-04-20
1144,Sipho,Mokoena,Nomsa.Khumalo@yahoo.com,Operations,Specialist,Cape Town,22,15000,Active,12-01-18
1145,Sipho,Mokoena,,Human Resources,Analyst,Cape Town,29,15000,Active,02-03-18
1146,John,Dlamini,thabo.dlamini@gmail.com,Marketing,Administrator,Durban,41,62000,Active,21-09-22
1147,John,Mokoena,,Finance,Manager,Durban,34,15000,Active,26-01-23
1148,SARAH,Smith,,Customer Support,Analyst,Pretoria,55,48000,Active,16-05-23
1149,Sipho,Jones,Nomsa.Khumalo@yahoo.com,Finance,Coordinator,Durban,41,62000,On Leave,27-11-18
1150,Lerato,Jones,,Human Resources,Administrator,Bloemfontein,41,48000,Active,24-08-21
1151,SARAH, mokoena ,,Customer Support,Coordinator,Pretoria,34,22000,Resigned,14-04-19
1152,SARAH,Smith,,Marketing,Analyst,Durban,34,35000,On Leave,20-10-21
1153,Sipho,Mokoena,,Finance,Analyst,Johannesburg,22,48000,Active,10-11-20
1154,SARAH,Mokoena,,Finance,Manager,Bloemfontein,41,35000,On Leave,07-03-22
1155,Lerato,Khumalo,,Customer Support,Analyst,Durban,41,35000,Resigned,16-05-19
1156,John,Jones,Nomsa.Khumalo@yahoo.com,IT,Administrator,Cape Town,-1,15000,Resigned,01-03-19
1157,Sipho,Dlamini, john.smith@gmail.com ,Operations,Coordinator,Pretoria,-1,62000,On Leave,28-03-24
1158,Thabo,Jones, john.smith@gmail.com ,Finance,Coordinator,Durban,55,35000,Resigned,30-03-24
1159,Thabo,Mokoena,Nomsa.Khumalo@yahoo.com,Operations,Administrator,Johannesburg,25,15000,Active,08-12-21
1160,Nomsa,Smith,,Marketing,Specialist,Cape Town,29,35000,On Leave,13-12-23
1161,SARAH,Jones,,Finance,Analyst,Cape Town,25,62000,Active,21-08-21
1162,Sipho,Smith,,Marketing,Manager,Pretoria,34,35000,Active,01-12-18
1163,Thabo,Khumalo,,Finance,Specialist,Bloemfontein,34,62000,On Leave,30-09-23
1164,Thabo,Mokoena,,Operations,Analyst,Johannesburg,25,35000,Active,17-06-21
1165,SARAH,Khumalo, john.smith@gmail.com ,Human Resources,Analyst,Johannesburg,34,48000,Active,17-07-19
1166,Lerato,Jones,Nomsa.Khumalo@yahoo.com,Operations,Manager,Durban,22,48000,On Leave,14-06-19
1167,Lerato,Dlamini,,Finance,Specialist,Bloemfontein,34,62000,Resigned,23-06-18
1168,Sipho,Dlamini,,Finance,Specialist,Cape Town,-1,62000,Resigned,07-09-22
1169,Thabo,Smith,thabo.dlamini@gmail.com,IT,Administrator,Bloemfontein,34,62000,Active,22-01-22
1170,SARAH,Khumalo, john.smith@gmail.com ,IT,Specialist,Cape Town,22,62000,On Leave,10-06-22
1171,John,Jones,Nomsa.Khumalo@yahoo.com,Human Resources,Specialist,Cape Town,25,15000,Active,13-04-19
1172,Nomsa,Mokoena,,IT,Analyst,Cape Town,-1,48000,Resigned,14-11-20
1173,SARAH,Jones,,Customer Support,Manager,Bloemfontein,29,35000,Active,28-04-24
1174,Thabo,Smith,,Customer Support,Specialist,Durban,41,15000,Resigned,07-12-22
1175,Thabo,Khumalo,,Marketing,Analyst,Johannesburg,29,35000,Active,10-09-23
1176,John,Jones,,Marketing,Administrator,Bloemfontein,41,15000,Resigned,05-01-19
1177, john ,Mokoena, john.smith@gmail.com ,Operations,Administrator,Bloemfontein,25,15000,Resigned,30-05-24
1178,SARAH,Khumalo,thabo.dlamini@gmail.com,Operations,Coordinator,Johannesburg,25,48000,Resigned,28-02-19
1179,John,Jones,Nomsa.Khumalo@yahoo.com,Human Resources,Specialist,Durban,34,48000,Resigned,17-11-23
1180,Thabo, mokoena , john.smith@gmail.com ,Finance,Specialist,Johannesburg,41,48000,Resigned,14-09-24
1181, john , mokoena ,,IT,Specialist,Johannesburg,41,22000,Resigned,29-10-20
1182, john , mokoena ,,IT,Manager,Johannesburg,29,62000,Resigned,24-06-21
1183,SARAH,Mokoena,,Finance,Administrator,Bloemfontein,29,15000,Resigned,07-09-21
1184,Nomsa,Mokoena, john.smith@gmail.com ,Marketing,Coordinator,Cape Town,25,22000,Active,19-06-21
1185,SARAH,Dlamini,,Operations,Manager,Johannesburg,55,35000,On Leave,26-04-21
1186,John,Smith,Nomsa.Khumalo@yahoo.com,IT,Coordinator,Bloemfontein,-1,22000,On Leave,21-06-19
1187,Thabo,Smith, john.smith@gmail.com ,Customer Support,Coordinator,Pretoria,41,35000,On Leave,28-11-22
1188,Nomsa,Jones,Nomsa.Khumalo@yahoo.com,Human Resources,Administrator,Cape Town,29,62000,Resigned,13-01-23
1189,SARAH,Khumalo,,Operations,Manager,Pretoria,25,22000,On Leave,07-03-23
1190,SARAH,Khumalo,thabo.dlamini@gmail.com,Customer Support,Administrator,Durban,41,15000,On Leave,21-07-19
1191,SARAH,Dlamini, john.smith@gmail.com ,Finance,Coordinator,Durban,34,62000,Active,15-10-23
1192,Thabo,Mokoena,,Human Resources,Analyst,Pretoria,22,48000,On Leave,27-11-22
1193,Nomsa,Smith,thabo.dlamini@gmail.com,Human Resources,Coordinator,Johannesburg,29,15000,On Leave,12-03-22
1194,SARAH,Mokoena,Nomsa.Khumalo@yahoo.com,Finance,Specialist,Pretoria,55,22000,On Leave,05-10-21
1195,Lerato,Jones,thabo.dlamini@gmail.com,Finance,Analyst,Durban,25,22000,On Leave,06-04-23
1196,John,Smith,thabo.dlamini@gmail.com,Human Resources,Coordinator,Durban,22,15000,Active,29-10-24
1197, john ,Jones,,Finance,Analyst,Pretoria,41,62000,Active,16-09-22
1198,John,Mokoena,Nomsa.Khumalo@yahoo.com,Human Resources,Administrator,Johannesburg,41,35000,Active,12-10-23
1199,Lerato,Mokoena,thabo.dlamini@gmail.com,Operations,Specialist,Johannesburg,41,62000,On Leave,26-05-24
1200,John,Dlamini,,Marketing,Analyst,Pretoria,29,35000,On Leave,11-09-23
1201,Sipho,Dlamini, john.smith@gmail.com ,IT,Analyst,Bloemfontein,55,35000,Active,08-03-18
1202,Sipho,Jones, john.smith@gmail.com ,Customer Support,Coordinator,Pretoria,55,48000,On Leave,01-07-18
1203,SARAH,Mokoena,thabo.dlamini@gmail.com,Customer Support,Administrator,Johannesburg,29,22000,Active,17-01-20
1204,Thabo,Khumalo, john.smith@gmail.com ,Operations,Administrator,Bloemfontein,34,35000,Active,28-03-20
1205,Sipho,Khumalo,thabo.dlamini@gmail.com,Customer Support,Specialist,Durban,22,35000,Resigned,22-02-20
1206, john ,Smith,,Human Resources,Coordinator,Pretoria,55,48000,Resigned,27-06-22
1207,Sipho,Dlamini,,Finance,Administrator,Bloemfontein,-1,22000,On Leave,28-10-23
1208,Sipho,Dlamini,thabo.dlamini@gmail.com,Human Resources,Specialist,Durban,34,62000,On Leave,18-04-21
1209,Nomsa, mokoena ,,Human Resources,Administrator,Johannesburg,55,35000,On Leave,12-10-22
1210,Sipho, mokoena ,thabo.dlamini@gmail.com,Finance,Administrator,Durban,41,22000,Active,17-11-22
1211,SARAH,Jones,,Finance,Coordinator,Johannesburg,25,35000,Resigned,08-08-19
1212,John,Dlamini,,IT,Administrator,Durban,29,48000,Active,18-04-22
1213,Nomsa,Jones, john.smith@gmail.com ,Marketing,Specialist,Durban,25,15000,Active,08-06-24
1214,Lerato,Jones,,Operations,Analyst,Durban,-1,35000,On Leave,02-02-20
1215,Nomsa,Jones, john.smith@gmail.com ,Customer Support,Administrator,Cape Town,22,22000,Active,02-01-23
1216,Nomsa, mokoena ,,Finance,Specialist,Durban,55,15000,On Leave,26-01-23
1217,Sipho,Khumalo,Nomsa.Khumalo@yahoo.com,Customer Support,Coordinator,Durban,41,22000,Active,30-01-24
1218,SARAH,Mokoena,Nomsa.Khumalo@yahoo.com,Marketing,Analyst,Durban,41,62000,Resigned,03-04-20
1219,SARAH,Jones,Nomsa.Khumalo@yahoo.com,Operations,Analyst,Johannesburg,29,48000,On Leave,30-03-23
1220,John,Smith,,Operations,Analyst,Cape Town,29,15000,Resigned,15-05-23
1221, john ,Jones, john.smith@gmail.com ,IT,Manager,Bloemfontein,25,22000,Resigned,24-03-23
1222,SARAH,Dlamini,thabo.dlamini@gmail.com,Operations,Coordinator,Durban,25,22000,Resigned,22-08-23
1223,Sipho,Jones, john.smith@gmail.com ,Finance,Specialist,Cape Town,55,62000,Resigned,12-07-20
1224, john ,Khumalo,,Operations,Analyst,Bloemfontein,55,22000,On Leave,28-05-19
1225,Nomsa,Mokoena,,Customer Support,Manager,Durban,-1,62000,Active,06-07-24
1226,Thabo,Dlamini,,Human Resources,Coordinator,Bloemfontein,34,62000,On Leave,27-04-18
1227,Lerato, mokoena ,,Human Resources,Specialist,Pretoria,25,48000,Resigned,05-05-18
1228,Thabo, mokoena ,thabo.dlamini@gmail.com,IT,Administrator,Pretoria,34,48000,Active,01-02-23
1229,John,Mokoena, john.smith@gmail.com ,Customer Support,Specialist,Durban,34,22000,Resigned,25-10-21
1230,John,Dlamini, john.smith@gmail.com ,IT,Administrator,Johannesburg,29,48000,Active,11-10-23
1231,Thabo,Dlamini, john.smith@gmail.com ,Marketing,Manager,Pretoria,25,22000,Resigned,01-08-19
1232, john ,Khumalo,Nomsa.Khumalo@yahoo.com,IT,Administrator,Bloemfontein,34,48000,Resigned,24-06-24
1233,Thabo,Dlamini,,Operations,Administrator,Cape Town,25,62000,Resigned,31-07-23
1234,Thabo,Khumalo,,Operations,Administrator,Durban,41,15000,Active,19-07-18
1235,Nomsa,Khumalo, john.smith@gmail.com ,Marketing,Specialist,Johannesburg,34,15000,On Leave,01-11-22
1236,Nomsa,Khumalo,,Human Resources,Analyst,Pretoria,41,48000,On Leave,20-04-24
1237,SARAH,Jones,,Finance,Coordinator,Johannesburg,34,35000,Resigned,19-02-21
1238,Sipho,Mokoena,Nomsa.Khumalo@yahoo.com,Operations,Manager,Pretoria,41,15000,Active,03-04-24
1239,Nomsa, mokoena , john.smith@gmail.com ,Marketing,Manager,Pretoria,25,62000,On Leave,09-06-18
1240,Sipho,Jones, john.smith@gmail.com ,IT,Administrator,Bloemfontein,55,35000,On Leave,27-07-19
1241,John,Jones,,Marketing,Manager,Durban,34,15000,Resigned,09-10-21
1242, john ,Dlamini,,Operations,Specialist,Johannesburg,41,48000,Resigned,18-09-21
1243,John,Mokoena,thabo.dlamini@gmail.com,Operations,Administrator,Cape Town,41,62000,Resigned,27-06-24
1244,SARAH, mokoena ,Nomsa.Khumalo@yahoo.com,Finance,Manager,Johannesburg,25,15000,Resigned,29-08-19
1245,Lerato,Mokoena,,Customer Support,Coordinator,Pretoria,41,62000,Resigned,08-07-21
1246, john ,Mokoena,,IT,Manager,Durban,55,48000,On Leave,13-09-18
1247,Sipho,Mokoena,,Operations,Specialist,Bloemfontein,29,35000,On Leave,24-03-22
1248,Nomsa,Mokoena, john.smith@gmail.com ,Operations,Specialist,Cape Town,29,35000,On Leave,07-06-23
1249, john , mokoena ,,Human Resources,Administrator,Durban,41,35000,Resigned,29-04-20
1250,John, mokoena ,,Marketing,Administrator,Durban,-1,22000,Resigned,15-05-19
1251,Sipho, mokoena ,thabo.dlamini@gmail.com,Human Resources,Administrator,Durban,55,48000,Active,22-06-18
1252,SARAH,Jones, john.smith@gmail.com ,Operations,Specialist,Cape Town,22,62000,On Leave,07-04-20
1253,Nomsa,Mokoena,thabo.dlamini@gmail.com,Customer Support,Manager,Cape Town,55,22000,Active,31-07-24
1254,Lerato,Khumalo,,Finance,Coordinator,Johannesburg,41,22000,Resigned,15-02-19
1255,Lerato, mokoena ,Nomsa.Khumalo@yahoo.com,Human Resources,Specialist,Durban,55,15000,Active,03-05-23
1256,Nomsa,Jones,thabo.dlamini@gmail.com,IT,Administrator,Cape Town,22,48000,Resigned,09-06-24
1257, john ,Khumalo,thabo.dlamini@gmail.com,Finance,Specialist,Bloemfontein,41,15000,Resigned,03-02-20
1258,Lerato, mokoena ,,Operations,Administrator,Cape Town,-1,62000,Resigned,11-03-21
